localword,words,type
seattle center_0,"['I miss Tom Delonge. @markhoppus @ KeyArena at Seattle Center https://t.co/plcZwXEBET', 'what. a. show. @blink182 until I die #therockshow #boredtodeathtour @ KeyArena at Seattle Center https://t.co/MIAKvjkYsK', '#adaytoremember + #blink182 tonight. So fun and so nostalgic. @ KeyArena at Seattle Center https://t.co/mFympPOwya', 'Life is too short to last long. #blink182 #keyarena #seattle @ KeyArena at Seattle Center https://t.co/S3H6b966OP', 'Feelin this ??? @ KeyArena at Seattle Center https://t.co/iluvTtrDiY', ""Well, that's new! #12s #gohawks #breastcancerpink #bikelife @ KeyArena at Seattle Center https://t.co/4Me8Ngnfoo"", 'I love #fall!! #beautifulWeather #Seattle @ Seattle Center https://t.co/zH49H0nqxH', 'One of my fav things this weekend = this ???tree @ Seattle Center https://t.co/ZMceVJFd2O', 'Like diamonds in the sky. @ KeyArena at Seattle Center https://t.co/Utj5HrxZ3G']",topic 21
seattlelife_1,"[""Sunday Brunchin' at @londonplanesea ?????? #seattlelife #ootd #storyofmydress \r\nPhoto?:… https://t.co/xc5Le8mOGB"", '#Meowcha at the @meowtropolitan cat cafe!\r\n\r\n#catsandcoffee #catcafe #seattlelife #travelblogger… https://t.co/08BbVuWk5D', 'Go Mariners #seattlelife @ Safeco Field https://t.co/CpJDqev0NP', 'Seattle ?.\r\n\r\n#seattlelife #fourleafclover #plantnerd @ Seattle, Washington https://t.co/hSEOAC5jEe', 'Oh Seattle... #Seattlelife #seattle #ferryboat #pnw #pugetsound #mycity #pier #sunset @ Seattle… https://t.co/8VfCaPoNbs']",topic 23
seattletacoma_0,"['Stopping at @ivarsclam for fish and chips before the flight home. @ SEA - Seattle-Tacoma… https://t.co/L66dGce60T', '7 hour layover in Seattle means spending the day with these two angels ? @ SEA - Seattle-Tacoma… https://t.co/AsdjiRliju', 'Taking off for Amsterdam, nothing but technology driving the plane!! @ SEA - Seattle-Tacoma… https://t.co/D1UuIO1fGD', '@southwestair Taking off from #Seattle to #Oakland. #AstrosFOTY3 #AgsWin @ SEA - Seattle-Tacoma… https://t.co/LJJY123g7J', 'Morning flights are always good motivation to wake up early. @ SEA - Seattle-Tacoma… https://t.co/Njs3VCAFCj', 'My Girl Sending Me Off In Style Tonight. ?? #pnw #seattle #ballardforlife @ SEA - Seattle-Tacoma… https://t.co/G5HKlg6SxI']",topic 7
seattletacoma international_0,"['Goodbye Seattle! #seattle #airport #timelapse #airplane @ SEA - Seattle-Tacoma International… https://t.co/XS0nHnIXdB', 'Our chariot awaits.... #hawaiianairlines #alohameansgoodbye @ SEA - Seattle-Tacoma International… https://t.co/QVKafURVsV', 'Yeah!! No line @tsablogteam !!#hatelines #fly #flying #sky @ SEA - Seattle-Tacoma International… https://t.co/L2g25O21NK', 'BYE SEATTLE. ITS TIME TO HEAD TO WIZARD WORLD! ? #airplane @ SEA - Seattle-Tacoma International… https://t.co/nzkbTFIAiK', 'We just arrived #gustavlundgrentrio #djangofestnorthwest @ SEA - Seattle-Tacoma International… https://t.co/syNDwBdEfm']",topic 7
seattlewa_0,"['#SapceNeedle #Seattle #SeattleWA #WA @ Space Needle https://t.co/Y53AJSx2HI', ""We're #hiring! Click to apply: Maintenance Worker - https://t.co/ZPk3R1SaOZ #Job #Simon #FacilitiesMgmt #SeattleWA, US-WA #Jobs #CareerArc"", 'Interested in a #job in #SeattleWA, US-WA? This could be a great fit: https://t.co/GdiEzHtB9R #Simon #Hiring https://t.co/jaVpeziG48', 'Blink #blink182 #blink182concert #blink #concert #live #seattle #seattletrip #seattlewa #lights… https://t.co/dp4u5wJ36S', ""If you're looking for work in #SeattleWA, US-WA, check out this #job: https://t.co/MgSSCWMikw #Simon #CustomerService #Hiring #CareerArc""]",topic 8
seavsla_5,"['#California #LosAngeles #LAMemorialColiseum #SEAvsLA #MobSquad @ Los Angeles Memorial Coliseum https://t.co/SetYXF6FIZ', 'REAL UNHAPPY RN #SEAvsLA', 'Los Angeles trends now: Robert Quinn, Titans, Charmian Carr, Emmys and SEAvsLA. https://t.co/0E3ogbvRqt', 'We out here man ???? #Seahawks #theparlor @missrachelwalt #seattle #la #seavsla #seahawks… https://t.co/IFSIkSRurZ', 'After 22 years me and my dad are at a #Rams home game. Great win #LARAMS!!! #SEAvsLA #NFL @ Los… https://t.co/oLW64l5B0Q', ""It's great to have football back in Los Angeles! #SEAvsLA #LaRams? @ Los Angeles Colliseum https://t.co/YtF5vrtaGf""]",topic 29
seavsla_6,"['#SEAvsLA just started trending with 10158 tweets. More trends at https://t.co/IvleifByXY #trndnl', 'Washington trends now: Browns, Stafford, HTTR, 2030Now and SEAvsLA. https://t.co/TvJf2uIqH8']",topic 26
sequoia_1,"['Ummm... ? (@ Sequoia Brewing Company - @sequoiaoliveca in Fresno, CA) https://t.co/cM5vr0uuhG', 'Beer Fest was a success ? @ Sequoia Brewing Company Tower https://t.co/xNpYRbOetg']",topic 13
session room_0,"['Refreshing. Not super tart. - Drinking a Hallo Ich Bin Berliner Weisse Cherry @ The Session Room - https://t.co/vp3op9QwNb #photo', 'New spot. #craftbeer #michigan #sessionroomA2 @ The Session Room https://t.co/4DehNjvoii']",topic 13
sf_1,"['Video and sound piece by P?a Maria Martin. The McLoughlin Gallery #sf @ The McLoughlin Gallery https://t.co/LJDkyFm21R', 'Classy neighborhood. #california #sanfrancisco #sf #graffiti @ 24th Street, Mission District https://t.co/eGvuTrN23s', 'China town ?? #chinatown #sf #sanfrancisco #california #street @… https://t.co/VDBjW0qM6t', 'College reunion with jeffctlu #UCDavis #Jass in #SF @ Hakkasan San Francisco https://t.co/RPhbt1Ggma', 'TONIGHT...SF Eagle Weekend Kick Off Party &amp; Cigar Social! Get in Free 8pm-9pm by giving the code… https://t.co/UKWjjQX9V6', ""I feel like I'm back home. #sf #citylife #newmontgomery @ Academy of Art University https://t.co/7ziBvOUMnB""]",topic 23
sfart_0,"['New exhibit starting today at #metamorphosissalon #giorgiolandaSF #NewArt #SFArt @ Metamorphosis… https://t.co/BlW4bFlPIw', 'Bronze sculpture by Tolla #sfart #artworthy #artworld #contemporary #artdealer #tolla #artist… https://t.co/HxdIcEs1Fz']",topic 23
sfgiant_5,"['A little late season ?? #letsgogiants #sfgiants @ AT&amp;T Park https://t.co/4hZRLsH5hx', '@mrsmbozeman @sfgiants game today thanks to her third grade class!! #sfgiants #attpark', 'Gorgeous day in the Park, courtesy of the #SJSharks and #Sharks365  Go #sfgiants !… https://t.co/wcdFaV5imJ', 'Giants game with my baseball boy ????? #sfgiants #attpark #latergram… https://t.co/QHOTnYNdMR', '#sun #hot #attpark #sfgiants #summer #baseball #sundayfunday @ AT&amp;T Park https://t.co/B1Ga2niOQA', 'Orange Sunday #sfgiants #sanfranciscogiants #giants #gogiants #attpark #sfgiantsonly #giantsonly… https://t.co/faP3v51vdf', ""When it's too hot at #attpark to sit in your seat #gothamclub #sfgiants #boysofsummer… https://t.co/9XgoBe0J5q"", ""#DasaniWater bc it's too hot and #SFGiants need to win ?#PurifiedWater #LakeMinnetonka @ AT&amp;T Park https://t.co/MUiWrBzbrd"", 'Maybe I should be more negative to get the#SFGiants going', 'Booty views #sfgiants #sundayfunday #itsfinallysummerinSF @ AT&amp;T Park https://t.co/UXFLpRY8cI', ""This is got to be the most demoralizing home game I've been to this year #SFGiants"", 'Two of my favorite things: Yoga and Baseball ?? #SFGiants #YogaDay with @jessere @ AT&amp;T Park https://t.co/d4BoNZLGu6', '?? day. #sfgiants @ AT&amp;T ballpark - Home of the San Francisco Giants https://t.co/DoPW5SxNpu', 'At least #Stanford took out USC #SFGiants', '#bottomsup #sfgiants #theylost ???? #cassillaagain #areyoukiddingme? #followme (@ The Lord George) https://t.co/slYy5IomxE', 'Love me some baseball and boyfriend???? #sfgiants #stlcards #welostthough @ AT&amp;T Park https://t.co/nBAOkb27rW', '#JohnnyCueto #sfgiants #attpark #wearesf #wearegiant #DiaDeCueto #BeatLA #johnnybeisbol @ AT&amp;T Park https://t.co/IMGLnEMTpG', 'GO #SFGiants (please...) (at @KezarPub in San Francisco, CA) https://t.co/NSSOtHCuLV', 'Beat LA. #despicablegs #threadsetterz #jbprnts #sfgiants #sanfrancisco #sanfranciscogiants… https://t.co/3oLFpM6MnS', 'No man is an island.\r\n#sfgiants #attpark #wearesf #wearegiant #beatla #gianttogether #MattMoore @… https://t.co/hYnEiekjId', 'The yard, from the bay #SF #sfgiants @ AT&amp;T Park https://t.co/gTSToUVnSD']",topic 29
sfmoma_0,"[""I'm overwhelmed with emotion...an image I designed (#migentevota series) is currently at sfmoma… https://t.co/GkPIOWnTPx"", ""Rene Redzepi's sheep's milk yogurt and wood sorrel at In Situ at SFMoma @ In Situ https://t.co/KWGsgV96Ii"", 'Weird perspective in this (static) artwork by Anish Kapoor #Honeymerica #anishkapoor @ SFMOMA… https://t.co/pdal1IN3pm', 'Gotta love #andywarhol and #elvis sfmoma #sfmoma #moma #art #love #artwork #dope #original… https://t.co/pBjBRP3Bjr']",topic 23
sfo_2,"['At #SFO waiting to board a flight to the #WeWontWait2016 summit. I wonder if there are other ""We Won\'t Waiters"" on my flight?', '4 circles around SFO and I finally found the right parking lot. Got my trash mags and headed to… https://t.co/GcKddS647F', '#cheers #travel americanexpress #centurionlounge #sfo @ Amex Centurion Lounge - SFO https://t.co/P61KozaL2R', ""Don't see this everyday! @delta @united #SFO @ San Francisco… https://t.co/1BlutFr5ga"", '#SFO just dropping off. Wish i were taking flight ??Heading back via #limo to pick up my… https://t.co/ijRgRFWLuA', 'Awaiting UA 857 SFO to PVG. (at @United Global First Lounge in San Francisco, CA) https://t.co/WHBUiosq3n', 'Lobby at Hyatt the best Hotel I stay ever on SFO #youtube @ Hyatt Regency San Francisco Airport https://t.co/NFfpclJfZY', 'The San Francisco Taxi Cab -  #bokeh #uber bokeh.killers #sfo #sfoairport #taxi #cab #cars… https://t.co/XSKWTMYf4v', 'Well #flying won out over #fishing ...#shocking https://t.co/Ajcog5CXFA @united #1kproud #sfo @ San… https://t.co/hQv30K7sb1', ""Just a airport selfie that's all lol #waitingforflight #sfo #sf #bored #waiting… https://t.co/wvcriNCijC"", 'Airport camping with my fave person #latergram #ttotwUS @ San Francisco International Airport (SFO) https://t.co/sCHtmbmuEw', 'The textiles on Air France are tres chic @ San Francisco International Airport (SFO) https://t.co/0EbqPnKLRj']",topic 7
sharethelex_1,"['Breakfast cure-all..#sharethelex #lexcoffeetrail @ Broomwagon Coffee + Bikes https://t.co/DPXH98sAGa', ""Super fun couple at yesterday's reception event!  #kentuckywedding #bride #groom #sharethelex… https://t.co/Ne6LfnXTeI"", 'Vegetable Manchurian at India Day ! ??? #sogood #explore #sharethelex #liveitshareit #food @… https://t.co/ZpezQ9wM08', '#centrodrinks #sharelex #sharethelex Ending #vacay in the proper way :-) #beautiful #night @ Centro https://t.co/fLOG95Og14', 'Monday gun day! #glock #gunsofinstagram #instaguns #gunlife #pewpewpew #monday #sharethelex… https://t.co/N9Nf40JvFi', 'Old time jam is starting soon! Come jam with us every Monday 6-9p! #sharethelex #lexcoffeetrail… https://t.co/vQeox7CZo4', ""・・・\r\nIt's Monday!! #eatlocal #sharethelex #burgernight @ AZUR restaurant &amp; patio https://t.co/8y6D6weTC8"", ""Earth's Shining Star #sunset #naturephotography #skyporn #iphonephotography #sharethelex… https://t.co/K8Jer5dEqw"", 'Things are looking good at Honnah-Lee Bubble Tea? #sharethelex #bubbletea @ Honnah-Lee Bubble Tea https://t.co/GJkS3YWBm0', 'glockinc 19 RTF2 #wednesday #shooting #guns #sharethelex #gunlife #gunsofinstagram #instaguns… https://t.co/axD6BQVqqI', 'jgalteyewear ribbon cutting ?commercelex #sharethelex @ J. Galt Eyewear https://t.co/TjWUmOBn6E', 'How about this look for a cozy fall day?????\r\n#ukgoeagreek #bbn #eku #sharethelex #kentuckygirl… https://t.co/KsLgE7NwLo', 'First day of Fall 2016! #autumn2016? #horsefarmcountry #sharethelex #kytourism #fallcolors… https://t.co/WmbHt9nOIc', 'Love these new Ky co-ordinates bracelets!!?\r\n#sharethelex #gobigblue #wildcatnation #seeblue #bbn… https://t.co/cypaqUDybt']",topic 21
sharonville_0,"['Love this cover art! #aliens #school #kidlit #friends @ Sharonville, Ohio https://t.co/96vpeuJpP1', 'This #job might be a great fit for you: Full-time Road Driver - https://t.co/OCeSrRsroo #Transportation #Sharonville, OH #Hiring #CareerArc', 'Last of the season!!! (@ The @RootBeerStand in Sharonville, OH) https://t.co/XjWNgUelPS', ""I'm at Jim Dandy's Family BBQ - @jimdandybbq in Sharonville, OH w/ @kennethrivers47 https://t.co/eToi4lOz9I"", ""If you're looking for work in #Sharonville, OH, check out this #job: https://t.co/FPnQfDWFvu #Retail #Hiring #CareerArc""]",topic 9
shawtylo_1,"['#d4l #bankhead #mookb and  #SheenaThrash ? representing for #shawtylo #ripshawtylo… https://t.co/YPHjE5qswQ', 'You remember how you felt when this beat drop... #AtlantaLegend #KOB #RIP #ShawtyLo @ Atlanta,… https://t.co/1imaFIkNK1', ""We ain't getting #NoSleep on #Bankhead for @THATSSHAWTYLO #LONGLIVECARLOSWALKER #KOB #ShawtyLo… https://t.co/ecuo2g7gCj"", 'R.I.P @THATSSHAWTYLO shit crazy I hope they find out who hit you shit crazy out here? #shawtylo… https://t.co/mFBjtABX6k', '#tbt Back when I was a raw report junkie.. This was my favorite one! #shawtylo and @gucci1017… https://t.co/7Z4jjnSutV']",topic 17
sheppard avenue_0,"['Alarm Highrise Residential - Sheppard Avenue b/w East Highland Creek / Shorting Road, Scarborough (2 Trucks)', 'Rescue (Elevator) - Senlac Road b/w Sheppard Avenue West / Harlandale Avenue, North York (3 Trucks)']",topic 1
sheridan dr_0,"['Cleared: Incident on #I190NiagaraThruway SB from After Exit N15 (I-190) - Sheridan Dr to Exit N15 (I-190) -...', 'Closed due to accident in #Tonawanda on Rte 265 NB between Sheridan Dr and Knoche Rd #traffic https://t.co/fKnuCfRaUd']",topic 1
shermanoak_1,"['Join the IABA team! See our latest #job opening here: https://t.co/mYivLMl2kW #autism #Education #ShermanOaks, CA https://t.co/M5B3cFHz0U', 'So ready for the fall.??? #fall #shermanoaks @ TREATS FOR THE FACE https://t.co/QOIiBPe3LI', '!! sigalert !! a crash is blocking the left lane. in #ShermanOaks on US-101 NB at Sepulveda Blvd, stopped traffic back to Laurel Cyn Blvd', ""Want to work at Soma? We're #hiring in #ShermanOaks, CA! Click for details: https://t.co/I38HA6yiaV #Job #Retail #Jobs"", ""We're #hiring! Read about our latest #job opening here: Server - https://t.co/b2ALb5gGbG #Hospitality #ShermanOaks, CA #Veterans"", ""If you're looking for work in #ShermanOaks, CA, check out this #job: https://t.co/WwpBLT5yH2 #Retail #Hiring https://t.co/ZskC3HRPlo"", 'This #job might be a great fit for you: Grill Cook - https://t.co/UsvW6VnxDP #Hospitality #ShermanOaks, CA #Veterans #Hiring #CareerArc', ""We're #hiring! Click to apply: Behavior Interventionist - https://t.co/pggbpWn7VN #Job #autism #ShermanOaks, CA https://t.co/EhTtXVbOu9""]",topic 8
shipwrecked_0,"['Drinking a Double Dry Hopped Shipwrecked by @missionbrewery at @missionbrewery ? https://t.co/wFJcSAr8Qq', 'Very delicious, very expensive beer at the ballpark. - Drinking a Shipwrecked at @mlb - https://t.co/KSKYY2NchJ #photo']",topic 13
short north_0,"['Loving the Short North Tour of Homes and Gardens! #LifeinCBUS @ Short North /  Victorian Village https://t.co/2YO1CGw83o', 'Great AirBNB in the Short North! @ Harrison West Park https://t.co/rpPn0WC7pQ', 'The only way @ The Short North https://t.co/CGTxB71NYT']",topic 1
shorthill_0,"['Just jumping around after class today at @soulcycle #SHORTHILLS in my sweet September… https://t.co/415jUa227a', 'Sometimes you just need a little ribs in your life. #LateNight #ReFuel #Millburn #ShortHills @… https://t.co/aJXwKtcsQe', 'Interested in a #job in #ShortHills, New Jersey? This could be a great fit: https://t.co/xylE05cAF5 #Hospitality #Hiring #CareerArc', ""If you're looking for work in #ShortHills, NJ, check out this #job: https://t.co/dRPVABDah7 #Actuarial #Hiring #CareerArc"", 'Want to work in #ShortHills, NJ? View our latest opening: https://t.co/356H06E7dZ #Job #Retail #Jobs #Hiring #CareerArc']",topic 9
showbox present_0,"['Band of skulls @ Showbox Presents https://t.co/peWtLYFAbq', '@EstheticFanatic were great... @ Showbox Presents https://t.co/QHuWQBolrY', 'My first All Access pass to a concert! #thespecials #ska @ Showbox Presents https://t.co/GTHJohC78D', 'The Far East kicking things off at @showboxpresents #seattle #livemusic @ Showbox Presents https://t.co/B9RcvH6MxO']",topic 19
siestakey_0,"['#siestakey #farmersmarket #today til 1pm or so. #sundayfunday #marketlife #rasta… https://t.co/xamFUItiWo', ""We've got Sweet Spot tonight!!! #beachclub #siestakey #sundayfunday @ Beach Club Siesta Key - 1947 https://t.co/EbtCjAv3t1"", 'Siesta, you never fail to amaze me with your beauty! @thebeach_today @visitsarasota #siestakey… https://t.co/ZlZRPuMSSp']",topic 25
silicon valley_1,"[""I know where I'll be. @ Linkedin, Silicon Valley https://t.co/DviIrfFAGu"", 'World, get ready! Driverless cars coming your way... @ Google Headquarters, Silicon Valley https://t.co/dOzXk766sN', 'Silicon Valley: Googleplex and Apple Campus  https://t.co/Mzgy9fEvSO', 'Android Statue Garden. \r\n\r\nMore about our short visit to some sites in Silicon Valley here:… https://t.co/cIsExurk22', 'Sunset over Mountain View.\r\nOr ""Silicon Sunset"". @ Silicon Valley https://t.co/LsdbWpEUKP', 'Inside the silicon valley (@ Singularity University HQ - @singularityu in Moffett Field, CA) https://t.co/tPyzU24Wvc']",topic 27
simi valley town center_0,"['Can you recommend anyone for this #job? Bench Jeweler - Simi Valley Town Center - https://t.co/VFgTBPZldh #Jeweler #SimiValley, CA #Hiring', 'See our latest #SimiValley, CA #job and click to apply: Bench Jeweler - Simi Valley Town Center - https://t.co/6C9m6P7Jo9 #SkilledTrade']",topic 8
sincity_1,"['Lit!!! Pitbull ???#lasvegas #planethollywood #pitbull #upcloseandpersonal #theview #sincity… https://t.co/g5dLvWu5qB', 'Show me your guns ? salientarmsinternational ? ogfoto #rt #more #amour #sincity @ Las Vegas, Nevada https://t.co/hrPPeLkcwz', 'Vegas is a real deal &lt;3 #lasvegas #sincity @ Fremont St Expeirence https://t.co/4VYYDkXvmv', 'Last night in Vegas?\r\n??\r\n#lasvegas #vegas #dinner #dinnertime #city #sincity #fit #fitgirls #gym… https://t.co/WdoGCI4Ieg', '#BTS Shooting today and Dancin tonight ???Vegas Bound ?? #rt #ss #sincity #more #amour #mirror… https://t.co/JYgez1c38e', 'StarMoon...dark sky...FullMoon...?? I love the ???? #sincity… https://t.co/S23sQSjIh4', '? San Andreas ? #lasventuras #gtasanandreas #lasvegas #nevada #sincity #swtturkey #routej1 @… https://t.co/m3G8DXPkgS', 'here we go. #vivalasvegas #youshouldbehere #placetobe #luckybastard #neverstopexploring #sincity… https://t.co/ORbtnHJWAL', 'Goodtimes w/ thephoenixlv crew @ our last #LuauParty #SinCity #Bartender #KillingIt #tbt #Model… https://t.co/mgg6EeMeIy', ""Whats your game for this #weekend in #lasvegas ? #pregame with us let's go! #sincity #drinks… https://t.co/QKiBym3xgj"", 'Throwing it back to the bright lights of #sincity! The views of Las Vegas from the 55th floor… https://t.co/lwN3Amkomu', 'Until next time...????? #VegasBaby #SinCity @ The Cosmopolitan of… https://t.co/uYsKGpeFKT', 'View from our room @bundy_brian #Vegas #Palazzo #Vaca #SinCity @ The… https://t.co/KzxdmEgBxV']",topic 19
